sku,description,subcat_1,subcat_2,subcat_3,subcat_4,subcat_5,subcat_6,calc_include,calslot_1,calslot_2,calslot_3,retail_price_inc_gst,category_slug,image_url,Notes
GS115LAG,115mm LAG Screw - M12,Fixings,,,,,,,,,,3.7,balustrade-metal-barr-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs115lag.JPG,
GS120ROD,120mm TREADED ROD - M12,Fixings,,,,,,,,,,1.85,balustrade-metal-barr-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs120rod.JPG,
GS125LAG,125mm LAG Screw - M12,Fixings,,,,,,,,,,3.55,balustrade-metal-barr-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GS125LAG.JPG,
GS150ROD,150mm TREADED ROD - M12,Fixings,,,,,,,Concrete Fixing,,,2.15,balustrade-metal-barr-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs150rod.JPG,
GS160LAG,160mm LAG Screw - M12,Fixings,,,,,,,Timber Fixing,,,6,balustrade-metal-barr-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GS160LAG.JPG,
S-110LAG-4PK,"M10 x 110mm timber lag screws in SS316, 4-pack with nuts and washers — fixing for Premium Perf base-plated posts to timber substrates.",Fixings,,,,,,TRUE,"Side mount post for timber
Side mount post for concrete
pair with side mount post fixings 4x per 4 pack",,,13.9,balustrade-metal-barr-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/S-110LAG-4PK.JPG,
S-120ROD-4PK,"M10 x 120mm concrete threaded rods in SS316, 4-pack with nuts and washers — fixing for Premium Perf base-plated posts to concrete via chemical anchor.",Fixings,,,,,,TRUE,Side mount post for concrete,,,10.6,balustrade-metal-barr-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/S-120ROD-4PK.JPG,
S-M10DN-4PK,M10 DOME NUT with WASHER - SS316 - 4pk,Fixings,,,,,,TRUE,pair with side mount post fixings 4x per 4 pack,,,2.65,balustrade-metal-barr-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/s-m10dn-4pk.JPG,
SOUD-CA1400,Soudal CA1400 Chemical Anchor — 400ml,Fixings,,,,,,,,,,29.85,balustrade-metal-barr-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SOUD-CA1400.jpg,
SS-TS-100-B,"Six Star self-drilling tek screws, 100-pack in black painted finish — colour-matched fixings for tubular pool-fence brackets, shrouds and gate hardware.",Fixings,,,,,,FALSE,,,,15.9,balustrade-metal-barr-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/ss-ts-100-b.JPG,
SS-TS-100-W,"Six Star self-drilling tek screws, 100-pack in white painted finish — colour-matched fixings for tubular pool-fence brackets, shrouds and gate hardware.",Fixings,,,,,,FALSE,,,,15.9,balustrade-metal-barr-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SS-TS-100-W.JPG,
BR-PANEL-1733-1000-B,"BARR 1000H × 1733W bar panel in black — 50×25 picket / 25×25 rail, ideal for garden / perimeter fencing.",Barr Panels,,,,,,,,,,280.5,balustrade-metal-barr-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-PANEL-1733-1000-B.JPG,
BR-PANEL-1733-1000-W,"BARR 1000H × 1733W bar panel in white — 50×25 picket / 25×25 rail, ideal for garden / perimeter fencing.",Barr Panels,,,,,,,,,,287.75,balustrade-metal-barr-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-PANEL-1733-1000-W.JPG,
BR-RAKE-1380-1000-B,"BARR rake balustrade panel, 1380mm wide x 1000mm high, in matt black aluminium bar construction, used on stairs or sloping ground.",Barr Panels,Raked Panels,,,,,,,,,279.8,balustrade-metal-barr-panels-raked,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-RAKE-1380-1000-B.JPG,
BR-RAKE-1380-1000-W,"BARR rake balustrade panel, 1380mm wide x 1000mm high, in white aluminium bar construction, used on stairs or sloping ground.",Barr Panels,Raked Panels,,,,,,,,,279.8,balustrade-metal-barr-panels-raked,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-RAKE-1380-1000-W.JPG,
BR-BR-RAKE-B-4PK,"BARR ""C"" raking bracket 4-pack in matt black, attaches a raked BARR bar panel onto BARR posts on a stair or sloping run.",Post Brackets,,,,,,,,,,25.3,balustrade-metal-barr-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-BR-RAKE-B-4PK.JPG,
BR-BR-RAKE-W-4PK,"BARR ""C"" raking bracket 4-pack in white, attaches a raked BARR bar panel onto BARR posts on a stair or sloping run.",Post Brackets,,,,,,,,,,25.3,balustrade-metal-barr-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-BR-RAKE-W-4PK.JPG,
BR-BR60-B-4PK,"BARR 60mm extended 'C' bracket kit, 4-pack in black — taller back-leg bracket with 2× post fixings per bracket.",Post Brackets,,,,,,TRUE,,,,18.45,balustrade-metal-barr-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-BR60-B-4PK.JPG,
BR-BR60-W-4PK,"BARR 60mm extended 'C' bracket kit, 4-pack in white — taller back-leg bracket with 2× post fixings per bracket.",Post Brackets,,,,,,TRUE,,,,18.45,balustrade-metal-barr-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-BR60-W-4PK.JPG,
BR-BRCAP-B-4PK,"BARR bracket cap 4-pack in matt black, clips over BARR ""C"" brackets to conceal the bolt heads at the post-to-panel connection.",Post Brackets,,,,,,TRUE,,,,1.95,balustrade-metal-barr-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-BRCAP-B-4PK.JPG,
BR-BRCAP-W-4PK,"BARR bracket cap 4-pack in white, clips over BARR ""C"" brackets to conceal the bolt heads at the post-to-panel connection.",Post Brackets,,,,,,TRUE,,,,1.95,balustrade-metal-barr-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-BRCAP-W-4PK.JPG,
AR-1050-FPBP-B,"AIRE 1050mm high 50 x 50mm post with welded 100 x 100mm base plate, Black finish; surface-mount post for top-of-deck or top-of-slab AIRE balustrade installations.",Posts,Base Plated,,,,,,,,,58.5,balustrade-metal-barr-posts-base-plated,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/AR-1050-FPBP-B.JPG,
AR-1050-FPBP-W,"AIRE 1050mm high 50 x 50mm post with welded 100 x 100mm base plate, White finish; surface-mount post for top-of-deck or top-of-slab AIRE balustrade installations.",Posts,Base Plated,,,,,,,,,58.5,balustrade-metal-barr-posts-base-plated,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/AR-1050-FPBP-W.JPG,
XP-1300-BP-W,Xpress 50mm 1300mm tubular post with welded base-plate in satin white — surface-mount post for slabs or pavers; requires a domical cover.,Posts,Base Plated,,,,,TRUE,base plated post,,,47.55,balustrade-metal-barr-posts-base-plated,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-1300-BP-W.JPG,
AR-5800-FP-B,"AIRE 5800mm long 50 x 50 x 3.2mm full post in Black finish; structural post for core-drilled or fascia-fixed AIRE balustrade installations, cut to required length on site.",Posts,Core Drilled,,,,,,,,,164.65,balustrade-metal-barr-posts-core-drilled,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/AR-5800-FP-B.JPG,
AR-5800-FP-W,"AIRE 5800mm long 50 x 50 x 3.2mm full post in White finish; structural post for core-drilled or fascia-fixed AIRE balustrade installations, cut to required length on site.",Posts,Core Drilled,,,,,,,,,164.65,balustrade-metal-barr-posts-core-drilled,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/AR-5800-FP-W.JPG,
XP-1800-FP-B,Xpress 50mm 1800mm tubular pool-fence post in satin black — standard (no base-plate) post for core-drilled installs (with XP-DR-B dress ring) or wall-fixed runs.,Posts,Core Drilled,,,,,,,,,38.75,balustrade-metal-barr-posts-core-drilled,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-2400-FP-B.JPG,
XP-1800-FP-W,Xpress 50mm 1800mm tubular pool-fence post in satin white — standard (no base-plate) post for core-drilled installs (with XP-DR-W dress ring) or wall-fixed runs.,Posts,Core Drilled,,,,,TRUE,core drill and inground posts,,,38.75,balustrade-metal-barr-posts-core-drilled,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-1800-FP-W.JPG,
XP-DC-2P-B,"Premium Perf 2-part domical cover in matt black aluminium — 106x106mm outer / 52x52mm inner, fits over 100x100mm welded base plate, can be fitted after install.",Posts,Domical Cover,,,,,,,,,7.7,balustrade-metal-barr-posts-domical-cover,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-DC-2P-B.JPG,
XP-DC-2P-W,"BARR 2-part domical cover in pearl white aluminium — 106x106mm outer, fits over the 100x100mm welded base plate, can be fitted after install",Posts,Domical Cover,,,,,,,,,7.7,balustrade-metal-barr-posts-domical-cover,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-DC-2P-W.JPG,
XP-DR-B,"Premium Perf 50 x 50mm post dress ring in matt black aluminium — 100x100mm outer / 52x52mm inner, sits over a core-drilled post to conceal the core hole.",Posts,Dress Ring,,,,,TRUE,dress ring used for core drilled posts,,,3.05,balustrade-metal-barr-posts-dress-ring,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-DR-B.JPG,
XP-DR-W,"BARR 50 x 50mm post dress ring in pearl white aluminium — 100x100mm outer / 52x52mm inner, sits over a core-drilled BARR post to conceal the core hole",Posts,Dress Ring,,,,,TRUE,dress ring used for core drilled posts,,,5.25,balustrade-metal-barr-posts-dress-ring,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-DR-W.JPG,
XP-TP-B,Premium Perf 50 x 50mm post flat top plate in Black finish; press-in cap for XP full posts. 2400mm posts include this free; only buy extras / for 6000mm posts.,Posts,Post Cap,,,,,,,,,5.25,balustrade-metal-barr-posts-post-cap,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/xp-tp-B.JPG,
XP-TP-W,BARR 50 x 50mm aluminium flat top plate in pearl white — ADC12 alloy press-in cap that fits into post screw flutes,Posts,Post Cap,,,,,,,,,5.25,balustrade-metal-barr-posts-post-cap,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/XP-tp-w.JPG,
AR-1500-FMID-B,"BARR face-mount mid post, 1500mm long in matt black aluminium with welded 150x150mm 10mm plate — cut to height on site (max 1350mm per engineering), top plate included",Posts,Side Mounted,,,,,TRUE,side mount post mid post,,,70.2,balustrade-metal-barr-posts-side-mounted,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/AR-1500-FMID-B.JPG,
AR-1500-FMID-W,"BARR face-mount mid post, 1500mm long in pearl white aluminium with welded 150x150mm 10mm plate — cut to height on site (max 1350mm per engineering), top plate included",Posts,Side Mounted,,,,,,,,,73.7,balustrade-metal-barr-posts-side-mounted,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/AR-1500-FMID-W.JPG,
AR-1500-FMLR-B-2PK,"Premium Perf face-mount end posts in satin black aluminium — 1500mm long left + right pair with offset 160x150mm plates for absolute end-of-run installs, max 1350mm per engineering.",Posts,Side Mounted,,,,,TRUE,side mount post l&r pack,,,151.1,balustrade-metal-barr-posts-side-mounted,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/AR-1500-FMLR-B-2PK.JPG,
AR-1500-FMLR-W-2PK,"BARR face-mount end posts in pearl white aluminium — 1500mm long left + right pair with offset 160x150mm plates for absolute end-of-run installs, max 1350mm per engineering",Posts,Side Mounted,,,,,,,,,151.1,balustrade-metal-barr-posts-side-mounted,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/AR-1500-FMLR-W-2PK.JPG,
