sku,description,subcat_1,subcat_2,subcat_3,subcat_4,subcat_5,subcat_6,calc_include,calslot_1,calslot_2,calslot_3,retail_price_inc_gst,category_slug,image_url,Notes
1000FBG-0800,"15mm frameless balustrade glass panel, 800mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Glass,15mm Glass,,,,,TRUE,Standard Panels,,,83.2,balustrade-glass-channel-15mm-15mm-glass,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0800.png,
1000FBG-0850,"15mm frameless balustrade glass panel, 850mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Glass,15mm Glass,,,,,TRUE,Standard Panels,,,88.5,balustrade-glass-channel-15mm-15mm-glass,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0850.png,
1000FBG-0900,"15mm frameless balustrade glass panel, 900mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Glass,15mm Glass,,,,,TRUE,Standard Panels,,,93.65,balustrade-glass-channel-15mm-15mm-glass,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0900.png,
1000FBG-0950,"15mm frameless balustrade glass panel, 950mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Glass,15mm Glass,,,,,TRUE,Standard Panels,,,98.95,balustrade-glass-channel-15mm-15mm-glass,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0950.png,
1000FBG-1000,"15mm frameless balustrade glass panel, 1000mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Glass,15mm Glass,,,,,TRUE,Standard Panels,,,104.01,balustrade-glass-channel-15mm-15mm-glass,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-1000.png,
1000FBG-1050,"15mm frameless balustrade glass panel, 1050mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Glass,15mm Glass,,,,,TRUE,Standard Panels,,,109.3,balustrade-glass-channel-15mm-15mm-glass,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-1050.png,
1000FBG-1100,"15mm frameless balustrade glass panel, 1100mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Glass,15mm Glass,,,,,TRUE,Standard Panels,,,114.46,balustrade-glass-channel-15mm-15mm-glass,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-1100.png,
1000FBG-1150,"15mm frameless balustrade glass panel, 1150mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Glass,15mm Glass,,,,,TRUE,Standard Panels,,,119.75,balustrade-glass-channel-15mm-15mm-glass,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-1150.png,
1000FBG-1200,"15mm frameless balustrade glass panel, 1200mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Glass,15mm Glass,,,,,TRUE,Standard Panels,,,124.91,balustrade-glass-channel-15mm-15mm-glass,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-1200.png,
1000FBG-1250,"15mm frameless balustrade glass panel, 1250mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Glass,15mm Glass,,,,,TRUE,Standard Panels,,,130.1,balustrade-glass-channel-15mm-15mm-glass,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-1250.png,
1000FBG-1300,"15mm frameless balustrade glass panel, 1300mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Glass,15mm Glass,,,,,TRUE,Standard Panels,,,135.25,balustrade-glass-channel-15mm-15mm-glass,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-1300.png,
1000FBG-1350,"15mm frameless balustrade glass panel, 1350mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Glass,15mm Glass,,,,,TRUE,Standard Panels,,,140.55,balustrade-glass-channel-15mm-15mm-glass,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-1350.png,
1000FBG-1400,"15mm frameless balustrade glass panel, 1400mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Glass,15mm Glass,,,,,TRUE,Standard Panels,,,145.7,balustrade-glass-channel-15mm-15mm-glass,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-1400.png,
CSK-050,50mm COUNTER SUNK BATTEN SCREW,Fixings,,,,,,FALSE,,,,0.72,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/CSK-050.JPG,"50x50 posts are missing from style for corners and gates, also side mounted posts are missing"
CSK-075,75mm COUNTER SUNK BATTEN SCREW,Fixings,,,,,,FALSE,,,,0.85,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/csk-075.JPG,
CSK-100-4PK,100mm COUNTER SUNK SCREW - 4 PACK,Fixings,,,,,,TRUE,timber fixing base plated,,,9.96,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/csk-100-4pk.JPG,
DB-PH3,AIRE Phillips #3 driver bit; suits a variety of Phillips-head screws used in AIRE balustrade installation.,Fixings,,,,,,,,,,2.85,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/DB-PH3.JPG,
DB-SQ3.4,AIRE square-head driver bit (SQ3.4); suits the square-drive panhead and picket screws used in AIRE balustrade installation.,Fixings,,,,,,,,,,3.6,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/DB-SQ3.4.JPG,
GS-DN-4PK,M12 DOME NUT with WASHER - SS316 - 4pk,Fixings,,,,,,,,,,3.15,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs-dn-4pk.JPG,
GS-DN-4PK-B,M12 DOME NUT with WASHER - BLACK - 4pk,Fixings,,,,,,,,,,6.11,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs-dn-4pk-b.JPG,
GS093LAG,93mm LAG Screw - M12,Fixings,,,,,,,,,,3.55,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs093lag.JPG,
GS1000ROD,1000mm THREADED ROD - M12,Fixings,,,,,,,,,,16.9,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs1000rod.JPG,
GS115LAG,115mm LAG Screw - M12,Fixings,,,,,,,,,,3.7,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs115lag.JPG,
GS120ROD,120mm TREADED ROD - M12,Fixings,,,,,,,,,,1.85,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs120rod.JPG,
GS125LAG,125mm LAG Screw - M12,Fixings,,,,,,,,,,3.55,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GS125LAG.JPG,
GS150ROD,150mm TREADED ROD - M12,Fixings,,,,,,,Concrete Fixing,,,2.15,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/gs150rod.JPG,
GS160LAG,160mm LAG Screw - M12,Fixings,,,,,,,Timber Fixing,,,6,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GS160LAG.JPG,
S-110LAG-4PK,"M10 x 110mm timber lag screws in SS316, 4-pack with nuts and washers — fixing for Premium Perf base-plated posts to timber substrates.",Fixings,,,,,,TRUE,"Side mount post for timber
Side mount post for concrete
pair with side mount post fixings 4x per 4 pack",,,13.9,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/S-110LAG-4PK.JPG,
S-120ROD-4PK,"M10 x 120mm concrete threaded rods in SS316, 4-pack with nuts and washers — fixing for Premium Perf base-plated posts to concrete via chemical anchor.",Fixings,,,,,,TRUE,Side mount post for concrete,,,10.6,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/S-120ROD-4PK.JPG,
S-M10DN-4PK,M10 DOME NUT with WASHER - SS316 - 4pk,Fixings,,,,,,TRUE,pair with side mount post fixings 4x per 4 pack,,,2.65,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/s-m10dn-4pk.JPG,
SOUD-CA1400,Soudal CA1400 Chemical Anchor — 400ml,Fixings,,,,,,,,,,29.85,balustrade-glass-channel-15mm-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SOUD-CA1400.jpg,
SER35-EC-B,35 Series top-mount railing end cap in Black — caps the open end of the 35 Series top railing.,Handrail,Top Mount,Square 35mm,,,,,,,,5.01,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-EC-B.JPG,
SER35-EC-M,35 Series top-mount railing end cap in Mill — caps the open end of the 35 Series top railing.,Handrail,Top Mount,Square 35mm,,,,,,,,3.25,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-EC-M.JPG,
SER35-EC-MW,35 Series top-mount railing end cap in Matt White — caps the open end of the 35 Series top railing.,Handrail,Top Mount,Square 35mm,,,,,,,,5.01,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-EC-MW.JPG,
SER35-EC-SA,35 Series top-mount railing end cap in Satin Anod — caps the open end of the 35 Series top railing.,Handrail,Top Mount,Square 35mm,,,,,,,,5.9,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-EC-SA.JPG,
SER35-HJA-SA,35 Series HORIZONTAL ADJUSTABLE joiner in Satin Anod — angle-adjustable horizontal joiner for non-square corners.,Handrail,Top Mount,Square 35mm,,,,,,,,6.55,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-HJA-SA.JPG,
SER35-J-SA,35 Series inline joiner in Satin Anod — internal-fit inline joiner for the 35 Series top-mount railing.,Handrail,Top Mount,Square 35mm,,,,,,,,4.25,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-J-SA.JPG,
SER35-J90-SA,35 Series 90° joiner in Satin Anod — 90° corner connector for the 35 Series top-mount railing.,Handrail,Top Mount,Square 35mm,,,,,,,,6.55,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-J90-SA.JPG,
SER35-R5800-B,35 Series 5800mm top-mount railing in Black — the base extrusion of the 35 Series top-mount handrail range.,Handrail,Top Mount,Square 35mm,,,,,,,,178.05,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-R5800-B.JPG,
SER35-R5800-M,35 Series 5800mm top-mount railing in Mill — the base extrusion of the 35 Series top-mount handrail range.,Handrail,Top Mount,Square 35mm,,,,,,,,159.25,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-R5800-M.JPG,
SER35-R5800-MW,35 Series 5800mm top-mount railing in Matt White — the base extrusion of the 35 Series top-mount handrail range.,Handrail,Top Mount,Square 35mm,,,,,,,,178.05,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-R5800-MW.JPG,
SER35-R5800-SA,35 Series 5800mm top-mount railing in Satin Anod — the base extrusion of the 35 Series top-mount handrail range.,Handrail,Top Mount,Square 35mm,,,,,,,,216.4,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-R5800-SA.JPG,
SER35-RUB-15MM,"35 Series rubber gasket, 6000mm long for 15mm glass.",Handrail,Top Mount,Square 35mm,,,,,,,,30.25,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-RUB-15MM.JPG,
SER35-VJA-SA,35 Series VERTICAL ADJUSTABLE joiner in Satin Anod — vertically-adjustable joiner for raked stair runs.,Handrail,Top Mount,Square 35mm,,,,,,,,11.95,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-VJA-SA.JPG,
SER35-WB-B,35 Series wall bracket in Black — wall-mount support bracket for the 35 Series top-mount railing.,Handrail,Top Mount,Square 35mm,,,,,,,,5.9,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WB-B.JPG,
SER35-WB-M,35 Series wall bracket in Mill — wall-mount support bracket for the 35 Series top-mount railing.,Handrail,Top Mount,Square 35mm,,,,,,,,5.01,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WB-M.JPG,
SER35-WB-MW,35 Series wall bracket in Matt White — wall-mount support bracket for the 35 Series top-mount railing.,Handrail,Top Mount,Square 35mm,,,,,,,,5.9,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WB-MW.JPG,
SER35-WB-S,35 Series wall bracket in Satin — wall-mount support bracket for the 35 Series top-mount railing.,Handrail,Top Mount,Square 35mm,,,,,,,,9.96,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WB-S.JPG,
SER35-WBEXT-B,35 Series EXTENDED wall bracket in Black — longer-reach bracket for thicker wall substrates.,Handrail,Top Mount,Square 35mm,,,,,,,,20.2,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WBEXT-B.JPG,
SER35-WBEXT-MW,35 Series EXTENDED wall bracket in Matt White — longer-reach bracket for thicker wall substrates.,Handrail,Top Mount,Square 35mm,,,,,,,,20.2,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WBEXT-MW.JPG,
SER35-WBEXT-S,35 Series EXTENDED wall bracket in Satin — longer-reach bracket for thicker wall substrates.,Handrail,Top Mount,Square 35mm,,,,,,,,16.8,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WBEXT-S.JPG,
SER35-WPLATE-B-2PK,35 Series flat wall plate in  — 2-pack of slimline flat wall plates for 35 Series top-mount railing terminations.,Handrail,Top Mount,Square 35mm,,,,,,,,8.4,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WPLATE-B-2PK.JPG,
SER35-WPLATE-M-2PK,35 Series flat wall plate in  — 2-pack of slimline flat wall plates for 35 Series top-mount railing terminations.,Handrail,Top Mount,Square 35mm,,,,,,,,8.1,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WPLATE-M-2PK.JPG,
SER35-WPLATE-MW-2PK,35 Series flat wall plate in  — 2-pack of slimline flat wall plates for 35 Series top-mount railing terminations.,Handrail,Top Mount,Square 35mm,,,,,,,,8.4,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WPLATE-MW-2PK.JPG,
SER35-WPLATE-SA-2PK,35 Series flat wall plate in  — 2-pack of slimline flat wall plates for 35 Series top-mount railing terminations.,Handrail,Top Mount,Square 35mm,,,,,,,,10.95,balustrade-glass-channel-15mm-handrail-top-mount-square-35mm,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WPLATE-SA-2PK.JPG,
ENDURO-GC-125,EnduroShield Glass Coat 125ml — DIY easy-clean nano-coating for pool fence and balustrade glass; one application lasts up to 10 years.,Tools & Accessories,,,,,,FALSE,,,,63.2,balustrade-glass-channel-15mm-tools-and-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/ENDURO-GC-125.JPG,
ENDURO-GC-500,EnduroShield Glass Coat 500ml — surface treatment for toughened glass that reduces water-mark and limescale build-up. Installer-size bottle.,Tools & Accessories,,,,,,FALSE,,,,260.4,balustrade-glass-channel-15mm-tools-and-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/ENDURO-GC-500.JPG,
ENDURO-SSC-60,"EnduroShield Stainless Steel Coat 60ml — protective coating for spigots, posts, latches and rails; shields stainless from tea-staining, fingerprints and corrosion.",Tools & Accessories,,,,,,FALSE,,,,49.35,balustrade-glass-channel-15mm-tools-and-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/ENDURO-SSC-60.JPG,
ENDURO-SSRES,EnduroShield Stainless Steel Restore 500ml — chemical cleaner that removes existing tea-staining and surface oxidation from stainless before re-coating.,Tools & Accessories,,,,,,FALSE,,,,49.35,balustrade-glass-channel-15mm-tools-and-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/ENDURO-SSRES.JPG,
GLOVE,"Pair of safety gloves in size M/L — cut-resistant gloves for handling glass panels, stainless edges and steel pickets.",Tools & Accessories,,,,,,,,,,9.2,balustrade-glass-channel-15mm-tools-and-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GLOVE.JPG,
VER-0300-TI,Versatilt 300mm top infill — EPDM black rubber top infill for Versatilt channel.,Channel,Versatilt Channel,Versatilt Channel Accessories,,,,,,,,2.85,balustrade-glass-channel-15mm-versatilt-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-0300-TI.JPG,
VER-4450-CB-B,Versatilt BOTTOM cover trim in Matt Black.,Channel,Versatilt Channel,Versatilt Channel Accessories,,,,,,,,53.5,balustrade-glass-channel-15mm-versatilt-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-4450-CB-B.JPG,
VER-4450-CB-M,Versatilt BOTTOM cover trim in Mill.,Channel,Versatilt Channel,Versatilt Channel Accessories,,,,,,,,35.7,balustrade-glass-channel-15mm-versatilt-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-4450-CB-M.JPG,
VER-4450-CB-SA,Versatilt BOTTOM cover trim in Satin.,Channel,Versatilt Channel,Versatilt Channel Accessories,,,,,,,,53.5,balustrade-glass-channel-15mm-versatilt-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-4450-CB-SA.JPG,
VER-4450-CF-B,Versatilt FULL cover trim in Matt Black.,Channel,Versatilt Channel,Versatilt Channel Accessories,,,,,,,,124.6,balustrade-glass-channel-15mm-versatilt-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-4450-CF-B.JPG,
VER-4450-CF-M,Versatilt FULL cover trim in Mill.,Channel,Versatilt Channel,Versatilt Channel Accessories,,,,,,,,87.3,balustrade-glass-channel-15mm-versatilt-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-4450-CF-M.JPG,
VER-4450-CF-SA,Versatilt FULL cover trim in Satin.,Channel,Versatilt Channel,Versatilt Channel Accessories,,,,,,,,124.6,balustrade-glass-channel-15mm-versatilt-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-4450-CF-SA.JPG,
VER-4450-CT-B,Versatilt TOP cover trim in Matt Black.,Channel,Versatilt Channel,Versatilt Channel Accessories,,,,,,,,32.05,balustrade-glass-channel-15mm-versatilt-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-4450-CT-B.JPG,
VER-4450-CT-M,Versatilt TOP cover trim in Mill.,Channel,Versatilt Channel,Versatilt Channel Accessories,,,,,,,,19.65,balustrade-glass-channel-15mm-versatilt-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-4450-CT-M.JPG,
VER-4450-CT-SA,Versatilt TOP cover trim in Satin.,Channel,Versatilt Channel,Versatilt Channel Accessories,,,,,,,,32.05,balustrade-glass-channel-15mm-versatilt-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-4450-CT-SA.JPG,
VER-15KIT-RUB,Versatilt glazing rubber kit for 15mm glass — 2x 4450mm rubbers.,Channel,Versatilt Channel,Deck Mount,,,,,,,,22.2,balustrade-glass-channel-15mm-versatilt-deck-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-15KIT-RUB.JPG,
VER-2DMEP-B,"Versatilt deck mount end plates in Matt Black, 2-pack — with 4x SS316 panhead screws.",Channel,Versatilt Channel,Deck Mount,,,,,,,,16.4,balustrade-glass-channel-15mm-versatilt-deck-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-2DMEP-B.JPG,
VER-2DMEP-M,"Versatilt deck mount end plates in Mill, 2-pack — with 4x SS316 panhead screws.",Channel,Versatilt Channel,Deck Mount,,,,,,,,16.4,balustrade-glass-channel-15mm-versatilt-deck-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-2DMEP-M.JPG,
VER-2DMEP-SA,"Versatilt deck mount end plates in Satin, 2-pack — with 4x SS316 panhead screws.",Channel,Versatilt Channel,Deck Mount,,,,,,,,16.4,balustrade-glass-channel-15mm-versatilt-deck-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-2DMEP-SA.JPG,
VER-4200-DMK-B,"Versatilt DECK MOUNT KIT in Matt Black — 4200mm deck-mount channel kit + covers, suits 12-15mm glass.",Channel,Versatilt Channel,Deck Mount,,,,,,,,704.95,balustrade-glass-channel-15mm-versatilt-deck-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-4200-DMK-B.JPG,
VER-4200-DMK-M,"Versatilt DECK MOUNT KIT in Mill — 4200mm deck-mount channel kit + covers, suits 12-15mm glass.",Channel,Versatilt Channel,Deck Mount,,,,,,,,704.95,balustrade-glass-channel-15mm-versatilt-deck-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-4200-DMK-M.JPG,
VER-4200-DMK-SA,"Versatilt DECK MOUNT KIT in Satin — 4200mm deck-mount channel kit + covers, suits 12-15mm glass.",Channel,Versatilt Channel,Deck Mount,,,,,,,,731.56,balustrade-glass-channel-15mm-versatilt-deck-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-4200-DMK-SA.JPG,
VER-PINS,"Versatilt SS316 alignment pins, 10-pack — used to align Versatilt channel sections during installation.",Channel,Versatilt Channel,Deck Mount,,,,,,,,8.1,balustrade-glass-channel-15mm-versatilt-deck-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-PINS.JPG,
VER-PPKIT-15MM,Versatilt pressure plate kit for 15mm glass — use 4x kits per pool panel.,Channel,Versatilt Channel,Deck Mount,,,,,,,,25.7,balustrade-glass-channel-15mm-versatilt-deck-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-PPKIT-15MM.JPG,
VER-WASHER-14PK,Versatilt SS316 stabilising washer 14-pack — for DECK MOUNT only.,Channel,Versatilt Channel,Deck Mount,,,,,,,,26.1,balustrade-glass-channel-15mm-versatilt-deck-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/VER-WASHER-14PK.JPG,
