sku,description,subcat_1,subcat_2,subcat_3,subcat_4,subcat_5,subcat_6,calc_include,calslot_1,calslot_2,calslot_3,retail_price_inc_gst,category_slug,image_url,Notes
S-120ROD-4PK,"M10 x 120mm concrete threaded rods in SS316, 4-pack with nuts and washers — fixing for Premium Perf base-plated posts to concrete via chemical anchor.",Spigots 15mm Glass,Fixings & Grout,Fixings,,,,TRUE,Side mount post for concrete,,,10.6,balustrade-glass-spigots-15mm-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/S-120ROD-4PK.JPG,
S-M10DN-4PK,M10 DOME NUT with WASHER - SS316 - 4pk,Spigots 15mm Glass,Fixings & Grout,Fixings,,,,TRUE,pair with side mount post fixings 4x per 4 pack,,,2.65,balustrade-glass-spigots-15mm-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/s-m10dn-4pk.JPG,
SOUD-CA1400,Soudal CA1400 Chemical Anchor — 400ml,Spigots 15mm Glass,Fixings & Grout,Fixings,,,,,,,,29.85,balustrade-glass-spigots-15mm-fixings-and-grout-fixings,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SOUD-CA1400.jpg,
GROUT-BOS,BOSTIK Grout HES - 20Kg Bag,Spigots 15mm Glass,Fixings & Grout,Grout,,,,FALSE,,,,72.2,balustrade-glass-spigots-15mm-fixings-and-grout-grout,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GROUT-BOS.JPG,
GROUT-SETFAST-10KG,Fast Setting Pourable Grout - 10kg bag,Spigots 15mm Glass,Fixings & Grout,Grout,,,,TRUE,core dilled posts,,,45.4,balustrade-glass-spigots-15mm-fixings-and-grout-grout,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/GROUT-SETFAST-10KG.JPG,
GROUT-SIKA,Sika Grout HES - 20Kg Bag,Spigots 15mm Glass,Fixings & Grout,Grout,,,,FALSE,,,,64.96,balustrade-glass-spigots-15mm-fixings-and-grout-grout,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/grout-sika.JPG,
SQ50-HDTC-P,SQ50 - Heavy Duty Top Cap - POLISH,Spigots 15mm Glass,Handrail,,,,,FALSE,,,,12.95,balustrade-glass-spigots-15mm-handrail,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/sq50-hdtc-p.JPG,
SER35-EC-B,35 Series top-mount railing end cap in Black — caps the open end of the 35 Series top railing.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,5.01,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-EC-B.JPG,
SER35-EC-M,35 Series top-mount railing end cap in Mill — caps the open end of the 35 Series top railing.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,3.25,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-EC-M.JPG,
SER35-EC-MW,35 Series top-mount railing end cap in Matt White — caps the open end of the 35 Series top railing.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,5.01,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-EC-MW.JPG,
SER35-EC-SA,35 Series top-mount railing end cap in Satin Anod — caps the open end of the 35 Series top railing.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,5.9,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-EC-SA.JPG,
SER35-HJA-SA,35 Series HORIZONTAL ADJUSTABLE joiner in Satin Anod — angle-adjustable horizontal joiner for non-square corners.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,6.55,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-HJA-SA.JPG,
SER35-J-SA,35 Series inline joiner in Satin Anod — internal-fit inline joiner for the 35 Series top-mount railing.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,4.25,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-J-SA.JPG,
SER35-J90-SA,35 Series 90° joiner in Satin Anod — 90° corner connector for the 35 Series top-mount railing.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,6.55,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-J90-SA.JPG,
SER35-R5800-B,35 Series 5800mm top-mount railing in Black — the base extrusion of the 35 Series top-mount handrail range.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,178.05,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-R5800-B.JPG,
SER35-R5800-M,35 Series 5800mm top-mount railing in Mill — the base extrusion of the 35 Series top-mount handrail range.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,159.25,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-R5800-M.JPG,
SER35-R5800-MW,35 Series 5800mm top-mount railing in Matt White — the base extrusion of the 35 Series top-mount handrail range.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,178.05,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-R5800-MW.JPG,
SER35-R5800-SA,35 Series 5800mm top-mount railing in Satin Anod — the base extrusion of the 35 Series top-mount handrail range.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,216.4,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-R5800-SA.JPG,
SER35-VJA-SA,35 Series VERTICAL ADJUSTABLE joiner in Satin Anod — vertically-adjustable joiner for raked stair runs.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,11.95,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-VJA-SA.JPG,
SER35-WB-B,35 Series wall bracket in Black — wall-mount support bracket for the 35 Series top-mount railing.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,5.9,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WB-B.JPG,
SER35-WB-M,35 Series wall bracket in Mill — wall-mount support bracket for the 35 Series top-mount railing.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,5.01,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WB-M.JPG,
SER35-WB-MW,35 Series wall bracket in Matt White — wall-mount support bracket for the 35 Series top-mount railing.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,5.9,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WB-MW.JPG,
SER35-WB-S,35 Series wall bracket in Satin — wall-mount support bracket for the 35 Series top-mount railing.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,9.96,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WB-S.JPG,
SER35-WBEXT-B,35 Series EXTENDED wall bracket in Black — longer-reach bracket for thicker wall substrates.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,20.2,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WBEXT-B.JPG,
SER35-WBEXT-MW,35 Series EXTENDED wall bracket in Matt White — longer-reach bracket for thicker wall substrates.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,20.2,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WBEXT-MW.JPG,
SER35-WBEXT-S,35 Series EXTENDED wall bracket in Satin — longer-reach bracket for thicker wall substrates.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,16.8,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WBEXT-S.JPG,
SER35-WPLATE-B-2PK,35 Series flat wall plate in  — 2-pack of slimline flat wall plates for 35 Series top-mount railing terminations.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,8.4,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WPLATE-B-2PK.JPG,
SER35-WPLATE-M-2PK,35 Series flat wall plate in  — 2-pack of slimline flat wall plates for 35 Series top-mount railing terminations.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,8.1,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WPLATE-M-2PK.JPG,
SER35-WPLATE-MW-2PK,35 Series flat wall plate in  — 2-pack of slimline flat wall plates for 35 Series top-mount railing terminations.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,8.4,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WPLATE-MW-2PK.JPG,
SER35-WPLATE-SA-2PK,35 Series flat wall plate in  — 2-pack of slimline flat wall plates for 35 Series top-mount railing terminations.,Spigots 15mm Glass,Handrail,Top Mount,,,,,,,,10.95,balustrade-glass-spigots-15mm-handrail-top-mount,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/SER35-WPLATE-SA-2PK.JPG,
1000FBG-0300,"15mm frameless balustrade glass panel, 300mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,31.2,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0300.png,
1000FBG-0350,"15mm frameless balustrade glass panel, 350mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,36.45,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0350.png,
1000FBG-0400,"15mm frameless balustrade glass panel, 400mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,41.65,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0400.png,
1000FBG-0450,"15mm frameless balustrade glass panel, 450mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,46.9,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0450.png,
1000FBG-0500,"15mm frameless balustrade glass panel, 500mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,52,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0500.png,
1000FBG-0550,"15mm frameless balustrade glass panel, 550mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,57.26,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0550.png,
1000FBG-0600,"15mm frameless balustrade glass panel, 600mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,62.45,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0600.png,
1000FBG-0650,"15mm frameless balustrade glass panel, 650mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,67.71,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0650.png,
1000FBG-0700,"15mm frameless balustrade glass panel, 700mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,72.9,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0700.png,
1000FBG-0750,"15mm frameless balustrade glass panel, 750mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,78.05,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0750.png,
1000FBG-0800,"15mm frameless balustrade glass panel, 800mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,83.2,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0800.png,
1000FBG-0850,"15mm frameless balustrade glass panel, 850mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,88.5,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0850.png,
1000FBG-0900,"15mm frameless balustrade glass panel, 900mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,93.65,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0900.png,
1000FBG-0950,"15mm frameless balustrade glass panel, 950mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,98.95,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-0950.png,
1000FBG-1000,"15mm frameless balustrade glass panel, 1000mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,104.01,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-1000.png,
1000FBG-1050,"15mm frameless balustrade glass panel, 1050mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,109.3,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-1050.png,
1000FBG-1100,"15mm frameless balustrade glass panel, 1100mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,114.46,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-1100.png,
1000FBG-1150,"15mm frameless balustrade glass panel, 1150mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,119.75,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-1150.png,
1000FBG-1200,"15mm frameless balustrade glass panel, 1200mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,124.91,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-1200.png,
1000FBG-1250,"15mm frameless balustrade glass panel, 1250mm W x 1000mm H — toughened, heat-soaked, polished edges with 3mm radius corners.",Spigots 15mm Glass,Glass Panels,,,,,TRUE,Standard Panels,,,130.1,balustrade-glass-spigots-15mm-panels,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/1000FBG-1250.png,
