sku,description,subcat_1,subcat_2,subcat_3,subcat_4,subcat_5,subcat_6,calc_include,calslot_1,calslot_2,calslot_3,retail_price_inc_gst,category_slug,image_url,Notes
BR-BR60-B-4PK,"BARR 60mm extended 'C' bracket kit, 4-pack in black — taller back-leg bracket with 2× post fixings per bracket.",Post Brackets,,,,,,TRUE,,,,18.45,pool-fencing-metal-barr-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-BR60-B-4PK.JPG,
BR-BR60-W-4PK,"BARR 60mm extended 'C' bracket kit, 4-pack in white — taller back-leg bracket with 2× post fixings per bracket.",Post Brackets,,,,,,TRUE,,,,18.45,pool-fencing-metal-barr-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-BR60-W-4PK.JPG,
BR-BRCAP-B-4PK,"BARR bracket cap 4-pack in matt black, clips over BARR ""C"" brackets to conceal the bolt heads at the post-to-panel connection.",Post Brackets,,,,,,TRUE,,,,1.95,pool-fencing-metal-barr-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-BRCAP-B-4PK.JPG,
BR-BRCAP-W-4PK,"BARR bracket cap 4-pack in white, clips over BARR ""C"" brackets to conceal the bolt heads at the post-to-panel connection.",Post Brackets,,,,,,TRUE,,,,1.95,pool-fencing-metal-barr-post-brackets,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-BRCAP-W-4PK.JPG,
BR-1280-BP-B,BARR 1280mm base-plated post in black — surface-mount upright for 1200H pool-fence runs.,Posts,,,,,,,,,,48.55,pool-fencing-metal-barr-posts,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-1280-BP-B.JPG,
BR-1280-BP-W,BARR 1280mm base-plated post in white — surface-mount upright for 1200H pool-fence runs.,Posts,,,,,,,,,,48.55,pool-fencing-metal-barr-posts,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-1280-BP-W.JPG,
BR-1800-B,"BARR 1800mm in-ground post in black — core-drill / grout-in upright, cut to height on site.",Posts,,,,,,,,,,51.85,pool-fencing-metal-barr-posts,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-1800-B.JPG,
BR-1800-W,"BARR 1800mm in-ground post in white — core-drill / grout-in upright, cut to height on site.",Posts,,,,,,,,,,51.85,pool-fencing-metal-barr-posts,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-1800-W.JPG,
BR-2500-B,BARR 2500mm in-ground post in black — extra-length core-drill upright for deep footings or stepped sites.,Posts,,,,,,,,,,68.75,pool-fencing-metal-barr-posts,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-2500-B.JPG,
BR-2500-W,BARR 2500mm in-ground post in white — extra-length core-drill upright for deep footings or stepped sites.,Posts,,,,,,,,,,68.75,pool-fencing-metal-barr-posts,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-2500-W.JPG,
BR-DC-2P-B,BARR 2-part domical cover in black — clips around an installed base-plated post to hide the plate and fixings.,Posts,,,,,,,,,,7.65,pool-fencing-metal-barr-posts,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-DC-2P-B.JPG,
BR-DC-2P-W,BARR 2-part domical cover in white — clips around an installed base-plated post to hide the plate and fixings.,Posts,,,,,,,,,,7.65,pool-fencing-metal-barr-posts,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-DC-2P-W.JPG,
BR-DR-B,BARR dress ring in black — flat trim that sits over a core-drilled post to hide the core drill hole and grout line.,Posts,,,,,,,,,,3.2,pool-fencing-metal-barr-posts,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-DR-B.JPG,
BR-DR-W,BARR dress ring in white — flat trim that sits over a core-drilled post to hide the core drill hole and grout line.,Posts,,,,,,,,,,3.2,pool-fencing-metal-barr-posts,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-DR-W.JPG,
BR-TCA-B,"BARR 50 x 25mm aluminium top cap in matt black, finishes the top of a cut-down BARR post (the standard posts have integrated caps).",Posts,,,,,,,,,,2.85,pool-fencing-metal-barr-posts,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-TCA-B.JPG,
BR-TCA-W,"BARR 50 x 25mm aluminium top cap in white, finishes the top of a cut-down BARR post (the standard posts have integrated caps).",Posts,,,,,,,,,,2.85,pool-fencing-metal-barr-posts,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/BR-TCA-W.JPG,
COVER-POWER,Polycarbonate clear cover for an outdoor power point inside the pool zone — keeps the GPO accessible but shielded from splash and direct rain.,Tools & Accessories,,,,,,FALSE,,,,29.55,pool-fencing-metal-barr-tools-and-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/COVER-POWER.JPG,
COVER-TAP,Polycarbonate clear cover for an outdoor garden tap inside the pool zone — protects the tap and prevents the handle being used as a climb point on a pool fence.,Tools & Accessories,,,,,,FALSE,,,,46.9,pool-fencing-metal-barr-tools-and-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/COVER-TAP.JPG,
CPR,Standard CPR sign for pool/spa areas — meets state pool-safety signage requirements when displayed near the pool.,Tools & Accessories,,,,,,FALSE,,,,45.71,pool-fencing-metal-barr-tools-and-accessories,https://barrierhub-storefront-git-main-terrilljjs-projects.vercel.app/products/CPR.JPG,
